Abstract_ID,Entities
214,"['Prospective Studies', 'risk factors', 'Noncommunicable Diseases', 'Participant', 'Health Status', 'Socioeconomic Status', 'Behavior', 'Colicin Plasmids', 'Nutritional status', 'Environmental Exposure', 'Collected', 'Analysis', 'Storage', 'Blood', 'Urine', 'Nail plate', 'Hair Specimen', 'Genetic Association Studies', 'Biological Markers', 'Adult', 'Age', 'General Population', 'Woman', 'follow-up', 'Participant', 'control act - information', 'Nutritional status', 'Behaviorial Habits', 'Physical Examination', 'findings aspects', 'medication use', 'Medical History', 'Variable (uniformity)', 'Body mass index procedure', 'Metabolic', 'Score', 'Nutritional study of macronutrients', 'Micronutrients', 'Disease', 'Hypertensive disease', 'Fatty Liver', 'Diastolic hypertension', 'Coded Data and Samples', 'Measurement', 'Interval', 'Examined', 'Conditional', 'Changing', 'risk factors', 'Clinical Research', 'Relationships', 'Socioeconomic Status', 'Environment', 'risk factors', 'Prevalent', 'Cohort Studies', 'Research Infrastructure', 'Research Personnel']"
215,"['Decade', 'Statistical Prevalence', 'Diabetes', 'Increased', 'Country', 'Update', 'Statistical Prevalence', 'Diabetes', 'Prediabetes syndrome', 'Iran', 'Sociodemographic Factors', 'risk factors', 'Diabetes', 'Awareness', 'Control Groups']"
216,"['Severe (severity modifier)', 'Episode of', 'Poisoning', 'opium', 'Iran', 'Patients', 'Injury due to exposure to external cause', 'Treating', 'Chelating Agents', 'Patients', 'Follow-Up Studies', 'Evaluation', 'Treatment Effectiveness', 'Patients', 'Result']"
217,"['COVID19 (disease)', 'COVID19 (disease)', 'Pandemics', 'Crisis', 'Large nose', 'Affecting', 'geographic population', 'Disadvantaged Populations', 'Access', 'Health Care Systems', 'Sufficient', 'Medical care', 'Therapeutic procedure', 'Health Care', 'Vision Disparity', 'Contracting', 'Mitigate', 'Vision Disparity', 'initial patient population', 'Liver diseases', 'Overlearning', 'Impact food supplement', 'Pandemics', 'United States', 'United Kingdom', 'Canada', 'Disproportionate', 'Communicable Diseases', 'Cessation of life', 'Ethnic Minorities', 'Disadvantaged Populations', 'density', 'Work', 'Health Care', 'Liver diseases', 'Liver diseases', 'Viable', 'Solutions', 'Health Services Accessibility', 'Vaccination', 'Patients', 'COVID19 (disease)', 'Reduced', 'Healthcare Disparities', 'Health', 'Disadvantaged Populations', 'geographic population', 'Community', 'Solutions', 'Personalized', 'Nursing interventions', 'Community', 'Diversity', 'Cultural Sensitivity', 'initial patient population']"
218,"['Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Chronic liver disease', 'Estimated', 'Approximate', 'World', 'geographic population', 'Statistical Prevalence', 'Incidence', 'Non-alcoholic Fatty Liver Disease', 'Africa', 'Statistical Prevalence', 'Estimated', 'General Population', 'Increasing (qualifier value)', 'Burden', 'Noncommunicable Diseases', 'Statistical Prevalence', 'Obesity', 'Diabetes Mellitus, Non-Insulin-Dependent', 'Food Insecurity', 'Increased', 'Consumption of goods', 'Statistical Prevalence', 'Non-alcoholic Fatty Liver Disease', 'public entity', 'Awareness', 'risk factors', 'Increase', 'Non-alcoholic Fatty Liver Disease', 'Component object', 'Metabolic Syndrome X', 'Silent']"
219,"['Clinical Research', 'Burden', 'Tumor stage Tis', 'Cessation of life']"
220,"['Protective Factors', 'Communicable Diseases', 'research', 'Vitamins', 'Disease Progression', 'Prophylactic treatment', 'COVID19 (disease)', 'Case-Control Studies', 'Patients', 'Healthy', 'Persons', 'Blood specimen', 'Laboratory Procedures', 'Albumins', 'Vitamin measurement', 'Mental association', 'Avitaminosis', 'COVID19 (disease)', 'Severities', 'findings aspects', 'Patients', 'COVID19 (disease)', 'Clinical Research', 'Avitaminosis', 'Albumin level - finding', 'Decreased', 'Infected', 'Patients', 'Signs and Symptoms, Respiratory', 'Clinical Research', 'Negative', 'Correlation', 'Levels (qualifier value)', 'COVID19 (disease)', 'Communicable Diseases', 'Biological Response Modifiers', 'Virus Replication']"
221,"['Social Determinants of Health', 'Health', 'Condition', 'Live - Specimen Condition', 'Learning', 'Impact food supplement', 'Health Outcomes', 'Life Course', 'Consequence of', 'Adulthood', 'Adversity', 'Adverse Event Outcome', 'Child', 'Transplantation of liver', 'Child', 'Socioeconomic Factors', 'Neighborhood', 'Burden', 'Transplant-Related Mortality', 'Social', 'Child', 'Laboratory Procedures', 'Nursing interventions', 'Social', 'Child', 'Transplantation of liver', 'Granular', 'Data', 'Specific qualifier value', 'Social Risk Factor', 'Food Insecurity', 'Impact food supplement', 'Outcome Measures', 'Transplantation of liver', 'Transplantation of liver', 'Community', 'Knowledge', 'Pressing Pain', 'Problems - What subject filter', 'Medical care', 'Health System', 'Laboratory Procedures', 'Health System', 'Nursing interventions', 'Attending (provider role)', 'Patients', 'Adversity', 'Outcome Measures', 'Child', 'Transplantation of liver']"
222,"['Africa', 'Drug Component Mass', '3,4-Methylenedioxyamphetamine', 'Implementation', 'International Unit', 'Africa', 'International Unit', 'Location', 'Environment', 'Receiver Operating Characteristic', 'receptor operated channel', 'Analysis of substances', 'Optimum', 'Threshold', 'System Suitability', 'Concordance', 'Location', 'Onchocerciasis', 'Detected (finding)', 'Threshold', 'International Unit', 'Location', 'Uveitis, Intermediate', 'Prediction', 'Estimated', 'Africa, Central', 'Africa, Eastern', 'Amenable', 'Providing presence (regime/therapy)', 'Control Groups', 'Lactation transmission', 'receptor operated channel', 'Analysis of substances', 'Identified', 'Threshold', 'Classification', 'Location', 'Prediction', 'Uveitis, Intermediate', 'International Unit', 'Threshold', 'System Suitability', 'kilometer', 'Location', 'Weight measurement scales', 'Data Collection', 'Onchocerciasis', 'African', 'Continent (qualifier value)', 'Spatial Analysis', 'consider', 'International Unit', 'Homo sapiens', 'Resources', 'Laboratory', 'Surveys', 'Implementation', '3,4-Methylenedioxyamphetamine', 'Cognitive function: initiation']"
223,"['Vitamin supplementation', 'PREVENT (product)', 'Avitaminosis', 'Colicin Plasmids', 'Response process', 'Dietary Supplementation', 'Data Mining', 'Statistical Technique', 'control act - information', 'Databases', 'Evaluation', 'Colicin Plasmids', 'Influence', 'Serum', 'Dietary Supplementation', 'Vitamins', 'Random Forest', 'Extraction', 'Surveys', 'Ultra-violet', 'Intake', 'Nutritional', 'Vitamin measurement', 'Evaluation', 'Relationships', 'Potential', 'Influence', 'Colicin Plasmids', 'response to vitamin', 'RF', 'Correlation', 'Serum', 'Dietary Supplementation', 'Anthropogenic Effects', 'Body mass index procedure', 'Fat Mass', ""Stargardt's disease"", 'Ratio', 'Gamma-glutamyl transferase', 'Total protein measurement', 'Hematologic Tests', 'Observation parameter', 'Mean Corpuscular Volume (result)', 'cisplatin/methotrexate/vinblastine protocol', 'Mean corpuscular hemoglobin concentration determination', 'MCHC - raised', 'Measurement', 'Insulin Sensitivity', 'Physical Examination', 'Insulin Resistance', 'Total', 'Bilirubin', ""Stargardt's disease"", 'Gamma-glutamyl transferase', 'Positive', 'Physical Examination', 'Insulin Resistance', 'cisplatin/methotrexate/vinblastine protocol', 'MCHC - raised', 'Negative', 'Correlation', 'Vitamins', 'Mental concentration', 'Response process', 'Dietary Supplementation', 'RF', 'Response process', 'Evaluation', 'Data Set', 'Serum']"
224,['Intestines']
225,"['Coordinated', 'Patient Transition', 'Liver Cirrhosis', 'Hospitals', 'Hospital admission', 'Inadequate (qualifier)', 'Quality of Health Care', 'Models, Mental', 'Primary Care Physicians', 'Tooth root structure', 'care activity']"
226,"['Allocation', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'Mitosporic Fungi', 'Periodic', 'Review [Publication Type]', 'Programs - Publication Format', 'Evaluation', 'Transplantation', 'Social Determinants of Health', 'Cessation of life', 'Charitable contribution', 'Colicin Plasmids', 'Adult', 'Tumor Necrosis Factor-Beta', 'Hospitals, General', 'Review [Publication Type]', 'ROC Curve', 'Performed', 'Tumor Necrosis Factor-Beta', 'Cessation of life', 'Donor for liver transplant (person)', 'Transplantation of liver', 'Patients', 'Transplantation', 'Recipient', 'Data', 'Censuses', 'univariate statistics', 'Recipient', 'Midline (qualifier value)', 'Midline (qualifier value)', 'Persons', 'Reside', 'Households', 'Canadian', 'U.S. Dollar', 'Comparison', 'Recipient', 'findings aspects', 'Population Density', 'Liver diseases', 'Liver diseases', 'Statistical Significance', 'Multivariate Analysis', 'Tumor Necrosis Factor-Beta', 'Patients', 'Patients', 'Autoimmune Diseases', 'Patients', 'Review [Publication Type]', 'Transplantation', 'North American origin (finding)', 'Transplantation of liver', 'Programs - Publication Format', 'Patients', 'Social Determinants of Health', 'Etiology aspects', 'Transplantation']"
227,"['COVID19 (disease)', 'Pandemics', 'Social Justice', 'Impact food supplement', 'Social Determinants of Health', 'Health', 'Systemic Racism', 'United States', 'Health Services Accessibility', 'Social Determinants of Health', 'Vulnerable Populations', 'Patients', 'Methods', 'Antisense Orientation', 'Bias (Epidemiology)', 'Telemedicine', 'Improved', 'Community Outreach']"
228,"['melatonin', 'Effect', 'Controlling (action)', 'status - In progress', 'Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'therapeutic aspects', 'Clinical Research', 'Evaluation', 'melatonin', 'Plasma', 'Levels (qualifier value)', 'Gamma-glutamyl transferase', 'Transaminases', 'Non-alcoholic Fatty Liver Disease', 'Patients', 'Non-alcoholic Fatty Liver Disease', 'melatonin', 'Databases', 'Initially', 'Identified', 'Scientific Study', 'Trial Inclusion Exclusion Criteria Version', 'Particle', 'Assessed', 'Alanine Transaminase', 'Levels (qualifier value)', 'Lower - spatial qualifier', 'melatonin', 'therapeutic aspects', 'week', 'Aspartate Transaminase', 'Levels (qualifier value)', 'Alteration', 'week', 'Alkaline Phosphatase', 'Changing', 'week', 'follow-up', 'Decreased', 'Refused', 'Detected (finding)', 'Triglyceride level - finding', 'melatonin', 'therapeutic aspects', 'Reduction (chemical)', 'Cholesterol measurement test', 'Gamma-glutamyl transferase', 'Levels (qualifier value)', 'Administration occupational activities', 'melatonin', 'status - In progress', 'Non-alcoholic Fatty Liver Disease', 'Liver function', 'Observation parameter', 'Management procedure', 'Non-alcoholic Fatty Liver Disease', 'Treatment Plan', 'Patients', 'Non-alcoholic Fatty Liver Disease']"
229,"['Autoimmune liver disease', 'Complex', 'biology (field)', 'Exogenous Factors', 'Increased', 'Statistical Prevalence', 'Presentation', 'Standard of Care', 'Transplantation', 'Vision Disparity', 'Minority Groups', 'Black Populations', 'Patients', 'Autoimmune liver disease', 'biology (field)', 'Hereditary', 'Genetic Predisposition to Disease', 'Vision Disparity', 'Universal', 'Variation (Genetics)', 'Outcome Measures', 'Environment', 'Societal Factors', 'Bias, Implicit', 'Bias (Epidemiology)', 'Patients', 'Mitigate', 'Colicin Plasmids', 'Health Inequities', 'Autoimmune liver disease', 'Review [Publication Type]', 'therapeutic aspects', 'Response process', 'Autoimmune liver disease', 'Minority Groups', 'geographic population', 'Vision Disparity', 'Health Equity']"
230,"['Neisseria', 'Causative_agents', 'Sexually Transmitted Diseases', 'Gonorrhea', 'Bacteria', 'Infected', 'Epithelial Cells', 'Cervix Uteri', 'Woman', 'Male population group', 'Metastatic Bone Disease', 'Genitalia', 'Comparison', 'With frequency', 'Neisseria gonorrhoeae', 'Genital infection', 'Groups', 'Pregnant Women', 'Spontaneous', 'Unspecified Abortion', 'Clinical Research', 'West (direction)', 'Woman', 'Spontaneous', 'Unspecified Abortion', 'Home Childbirth', 'Infertility', 'Specific qualifier value', 'DNA', 'Endocervix', 'Polymerase Chain Reaction', 'Detected (finding)', 'Data Analysis', 'Statistical Significance', 'Average', 'Glycation End Products, Advanced', 'Woman', 'Woman', 'Spontaneous abortion', 'Woman', 'Woman', 'year', 'With frequency', 'Gonorrhea', 'Statistical Prevalence', 'Gonorrhea', 'Spontaneous abortion', 'Infertility']"
231,['Anti-Inflammatory Agents']
232,"['Genus: Coronavirus', 'Disease Outbreaks', 'Spreading (qualifier value)', 'Public Health Systems Research', 'To Be Marketed', 'Pharmaceutical Preparations', 'Testing', 'favipiravir', 'Investigates', 'Effectiveness', 'Safety', 'COVID19 (disease)', 'Patients', 'Systematic Review', 'Systematic Review', 'Meta Analysis (statistical procedure)', 'Statement', 'Prospero', 'Clinical Trials', 'Safety', 'Effectiveness', 'favipiravir', 'Comparison', 'Control Groups', 'therapeutic aspects', 'Patients', 'Confirmed by', 'Communicable Diseases', 'Databases', 'Assessed', 'Scientific Study', 'Comprehensive', 'Laboratory Procedures', 'Publications', 'Bias (Epidemiology)', 'Scientific Study', 'Meta Analysis (statistical procedure)', 'Meta Analysis (statistical procedure)', 'Clinical', 'Improvement', 'favipiravir', 'Control Groups', 'Hospitalization', 'RR genotype', 'Curie', 'Renal clearance diagnostic test', 'day', 'Hospitalization', 'Control Groups', 'Curie', 'Mineral supplementation', 'favipiravir', 'Control Groups', 'Curie', 'Groups', 'Mortality Vital Statistics', 'favipiravir', 'Control Groups', 'Statistical Significance', 'favipiravir', 'Mortality Vital Statistics', 'Patients', 'Mild Severity of Illness Code', 'COVID19 (disease)', 'Antiviral Agents', 'Symptoms aspect', 'Effectiveness', 'Clinical setting']"
233,"['Sociodemographic Factors', 'Colicin Plasmids', 'Presentation', 'Disease', 'COVID19 (disease)', 'Severities', 'Administration occupational activities', 'Factor', 'risk factors', 'Disease', 'Severities', 'Patients', 'Infected', 'COVID19 (disease)']"
234,"['Bibliographic Reference', 'Interval', 'RASL12 gene', 'Biological Markers', 'Inflammatory', 'Oxidative Stress', 'Biological Markers', 'Liver function', 'Healthy', 'Adult']"
235,"['COVID19 (disease)', 'COVID19 (disease)', 'public health medicine (field)', 'Signs and Symptoms', 'Antinuclear IgG Antibody Measurement', 'Research Personnel', 'Diagnosis', 'Therapeutic procedure', 'Measures', 'immunoglobulin G', 'Suspected diagnosis', 'COVID19 (disease)', 'Voluntary Workers', 'Measures', 'Duration (temporal concept)', 'Symptoms aspect', 'Sampling - Surgical action', 'Participant', 'Clinical Research', 'Healthy', 'Genetic Carriers', 'Cure (remedy)', 'Borderline', 'Research Subject', 'Diagnosis', 'COVID19 (disease)', 'gastrointestinal', 'gastroenterology (field)', 'Symptoms aspect', 'gastroenterology (field)', 'Asymptomatic (finding)', 'findings aspects', 'Diagnosis', 'COVID19 (disease)', 'Boost', 'research', 'Diagnosis']"
236,"['Marriage, life event', 'Woman', 'Health', 'Homo sapiens', 'Clinical Research', 'Systematic Review', 'Scientific Study', 'Child', 'Marriage, life event']"
237,"['Statistical Prevalence', 'Metabolic Syndrome X', 'Increased', 'Decade', 'World', 'Epidemic', 'public entity', 'Clinical', 'Clinical Research', 'Evaluation', 'Statistical Prevalence', 'Metabolic Syndrome X', 'Demographic Factors', 'Clinical Research']"
238,"['Failure (biologic function)', 'Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Medical Surveillance', 'altretamine/cisplatin/cyclophosphamide protocol', 'Diagnosis', 'Worsening pattern', 'Forecast of outcome', 'Estimated', 'Statistical Prevalence', 'Medical Surveillance', 'risk factors', 'Patients', 'altretamine/cisplatin/cyclophosphamide protocol', 'Country of Argentina', 'Recognition, Psychology', 'Patients', 'Implementation', 'altretamine/cisplatin/cyclophosphamide protocol', 'surveillance aspects', 'Success', 'altretamine/cisplatin/cyclophosphamide protocol', 'surveillance aspects']"
239,"['Inflammation', 'Inflammation Mediators', 'Players', 'Pathology', 'Irritable Bowel Syndrome', 'chemokine', 'CCL28 gene', 'Inflammatory cell', 'Mucous Membrane', 'Levels (qualifier value)', 'Patients']"
240,"['Chronic liver disease', 'Chloride Anion Exchanger', 'Affect (mental function)', 'Approximate', 'Ultrasonography', 'geographic population', 'Hospitalization', 'Financial cost', 'Cancer Burden', 'Financial Hardship', 'Persons', 'Chloride Anion Exchanger']"
241,"['Menopause', 'Associated with', 'Changing', 'Profiling (action)', 'risk factors', 'Oxidative Stress', 'Control Groups', 'Menopause', 'Complication', 'vitamin E', 'Antioxidants', 'Lipid Peroxidation', 'Menopause', 'Evaluation', 'Effect', 'Deciduous maxillary right central incisor tooth', 'Dietary Supplementation', 'Menopause', 'Woman']"
242,"['Malignant neoplasm of gastrointestinal tract', 'Persons', 'Primary Prevention', 'Nursing interventions', 'Healthy', 'Negative', 'Effect', 'Reduced', 'Financial Stress', 'Probability', 'gastrointestinal', 'Cancer Prevention', 'Policy']"
243,"['Clinical Trials, Randomized', 'resveratrol', 'Menstruation', 'physiopathological', 'Clinical', 'Acne Vulgaris', 'Hair', 'Biochemical', 'Evidence', 'Hyperandrogenism', 'Woman', 'Polycystic Ovary Syndrome']"
244,"['Cholangiocarcinoma', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Early', 'Diagnosis', 'Success', 'therapeutic aspects', 'Clinical Research', 'Comparison', 'Biopsy', 'Cholangiocarcinoma', 'Prospective Studies', 'Patients', 'Endoscopic Retrograde Cholangiopancreatography', 'Endoscopic Retrograde Cholangiopancreatography', 'Performed', 'Persons', 'Sampling - Surgical action', 'Narrow', 'Biopsy', 'Fluoroscopy', 'Age', 'Patients', 'year', 'Forceps', 'Diagnosis', 'Cholangiocarcinoma', 'Statistical Significance', 'Cholangiocarcinoma', 'Case (situation)', 'Diagnosis', 'Biopsy forceps, device']"
245,"['Mechanism (attribute)', 'Parkinson Disease', 'Inflammation', 'Colicin Plasmids', 'Inflammatory', 'Colicin Plasmids', 'leptin', 'Mechanism (attribute)', 'Inflammation', 'Contribution', 'Symptoms aspect', 'Possible diagnosis', 'Meta Analysis (statistical procedure)', 'Accurate (qualifier)', 'estimation <subjective>', 'Relationships']"
246,"['Oxidative Stress', 'saliva', 'Antioxidants', 'Protection', 'Dental caries', 'superoxide dismutase', 'superoxide dismutase', 'catalase', 'glutathione']"
247,"['COVID19 (disease)', 'COVID19 (disease)', 'Severe (severity modifier)', 'Respiratory Distress Syndrome, Adult', 'Genus: Coronavirus', 'China']"
248,"['Colorectal Carcinoma', 'Impact food supplement', 'Patients', 'Psychophysiology', 'Social Aspects of Cancer', 'Gender', 'Mixed anxiety and depressive disorder', 'Relationships', 'Characteristics', 'Disease', 'Demography']"
249,"['Clinical Research', 'Average', 'Mental concentration', 'Metals', 'cadmium', 'Hamartoma Syndrome, Multiple', 'chromium', 'copper', 'nickel', 'nickel', 'lead', 'Chickens', 'Intake', 'Target', 'Carcinogenic Metal', 'Cross-Sectional Studies', 'Specimen', 'Chickens', 'Measurement', 'Hamartoma Syndrome, Multiple', 'Creatinine measurement', 'copper', 'nickel', 'lead', 'Inductively-Coupled Plasma Optical Emission Spectrometer', 'Metals', 'Detected (finding)', 'Spatial Distribution', 'Mental concentration', 'Hamartoma Syndrome, Multiple', 'copper', 'Creatinine measurement', 'nickel', 'Highest', 'lead', 'Mental concentration', 'Highest', 'Creatinine measurement', 'nickel', 'lead', 'Liver', 'Muscle Tissue', 'Acceptable', 'Levels (qualifier value)', 'Highest', 'Daily', 'Intake', 'Muscle Tissue', 'Creatinine measurement', 'Highest', 'Meat', 'Hawaii', 'Chickens', 'Creatinine measurement', 'Neglecta', 'Hamartoma Syndrome, Multiple', 'lead', 'Creatinine measurement', 'nickel', 'Consumption of goods', 'Adult', 'Child']"
250,"['Clinical Research', 'Mental association', 'Social Interaction', 'Social Vulnerability Index', 'Ethnicity', 'Probability', 'Liver carcinoma']"
251,"['Malignant neoplasm of breast', 'Malignant Neoplasms', 'Woman', 'Asia', 'Health Problems in Pregnancy', 'Country', 'Extensive', 'therapeutic aspects', 'Early Diagnosis', 'Methods', 'Increasing (qualifier value)', 'Survival Rate', 'Evaluation', 'Screening for cancer', 'Societies', 'BARRIER', 'Mammography', 'Asia']"
252,"['Rapid', 'Increased', 'Case (situation)', 'COVID19 (disease)', 'Numerous', 'Cities', 'Iran', 'Pandemics', 'Communicable Diseases', 'Rating (action)', 'Assessed', 'Seroprevalence', 'Respiratory Distress Syndrome, Adult', 'Genus: Coronavirus', 'Cities', 'Iran', 'Indicator', 'Rating (action)']"
253,"['Oxidative Stress', 'Increased', 'Deposition', 'Fatty Liver', 'Clinical Research', 'Hypolipidemic Agents']"
254,"['Patients', 'Diabetes Mellitus, Insulin-Dependent', 'High', 'Celiac Disease', 'Hamartoma Syndrome, Multiple', 'Genetic Background', 'Social Interaction', 'Environment', 'Immunologic Factors', 'Systematic Review', 'Meta Analysis (statistical procedure)', 'Estimated', 'Statistical Prevalence', 'Hamartoma Syndrome, Multiple', 'Iranian (ethnic group)', 'Patients', 'Diabetes Mellitus, Insulin-Dependent', 'Celiac Disease', 'Celiac Disease', 'Diabetes', 'Iran', 'Combinations (Undergarment)', 'Databases', 'Databases, Genetic', 'Sudden infant death syndrome', 'PubMed', 'Heterogeneity', 'Scientific Study', 'Assessed']"
255,"['control act - information', 'Social Determinants of Health', 'Health', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'Outcome Measures', 'Health', 'Recipient', 'County', 'residence', 'Influence', 'Outcome Measures']"
256,"['Burden', 'Chronic disease', 'Manuscripts', 'Comprehensive', 'Morbidity - disease rate', 'Burden', 'Ethnic Groups', 'New Zealand']"
257,"['Cystic Echinocccosis', 'Zoonoses', 'Homo sapiens', 'Herbivory', 'Animals', 'World Health', 'Echinococcus granulosus', 'leucine', 'Herbals (publications)', 'Therapeutic procedure', 'Property (attribute)', 'Antioxidants', 'Antineoplastic Agents', 'Microbicides', 'Potential', 'Plants', 'Traditional origin', 'Medicine, Modern', 'ex vivo']"
258,"['Metabolic Syndrome X', 'Factor', 'Clinical Research', 'Colicin Plasmids', 'Variant', 'Metabolic Syndrome X', 'ETV3 gene', 'Component object', 'Clinical Research']"
259,"['Malignant neoplasm of stomach', 'Gas Chromatography', 'Malignant Neoplasms', 'Iran', 'Prevention Study', 'Investigates', 'Epidemiology', 'Malignant neoplasm of stomach', 'Statistical Prevalence', 'Incidence', 'Mortality Vital Statistics', 'risk factors', 'Iran']"
260,"['COVID19 (disease)', 'Pandemics', 'Health Inequities', 'Acre USA Survey', 'Social Conditions', 'Shapes', 'Health Personnel', 'Dermatology field', 'Social Determinants of Health', 'Health', 'Vision Disparity', 'Liver diseases', 'Statistical Prevalence', 'Outcome Measures', 'Health Services Accessibility', 'Physical Distancing', 'COVID19 (disease)', 'Pandemics', 'Symptom aggravating factors', 'Vision Disparity', 'Health', 'Consequence of', 'Patients', 'Chronic liver disease', 'Type of bridge device', 'GTPase-Activating Proteins', 'Health Equity', 'Social Determinants of Health', 'Persons', 'Community', 'Social Norms', 'Nursing interventions', 'Implementation', 'Screening for cancer', 'hepatology (field)', 'care activity', 'Cascade Device', 'Community', 'Social Norms', 'Nursing interventions', 'Collaboration', 'Partnership', 'public entity', 'Health Personnel', 'Health Services Accessibility', 'Community', 'Increasing (qualifier value)', 'research', 'Investigates', 'Mental association', 'Social Determinants of Health', 'health disparity', 'Advocacy', 'Upstream', 'Social Determinants of Health', 'Racism', 'Bias (Epidemiology)', 'hepatology (field)', 'Normal', 'Patients', 'Social', 'Context', 'Health care facility', 'Obstetric Delivery', 'care activity', 'Vulnerable Populations', 'Patients', 'Liver diseases', 'COVID19 (disease)', 'historical period']"
261,"['Weight Gain', 'Disease', 'Comorbidity', 'Patients', 'COVID19 (disease)', 'beneficiary', 'Comprehensive', 'Administration occupational activities', 'Post-Treatment Lyme Disease Syndrome', 'Statistical Prevalence', 'Disease', 'Comorbidity', 'COVID19 (disease)', 'Patients', 'Systematic Review', 'Meta Analysis (statistical procedure)']"
262,"['Clinical Research', 'Evaluation', 'Statistical Prevalence', 'Signal Pathways', 'Mutation Rate', 'Malignant neoplasm of gastrointestinal tract', 'Systematic Review', 'Meta Analysis (statistical procedure)', 'Clinical Research', 'criteria', 'Study models', 'Confidence Intervals', 'Curie', 'Calculation', 'Pooled Sample', 'Estimated', 'Statistical Prevalence', 'Pooled Sample', 'Signal Transduction', 'Mutation', 'Malignant neoplasm of stomach', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Colorectal Carcinoma', 'Pancreatic carcinoma', 'Curie', 'Curie', 'Curie', 'Curie', 'Mutation Rate', 'Wnt Signaling Pathway', 'Mitogen-Activated Protein Kinases', 'Biochemical Pathway', 'Curie', 'Curie', 'Genes', 'Biochemical Pathway', 'PIK3CA gene', 'Biochemical Pathway', 'Colorectal Carcinoma', 'beta catenin', 'CTNNB1 gene', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Changing', 'Biochemical Pathway', 'Wnt Signaling Pathway', 'Mitogen-Activated Protein Kinases', 'Biochemical Pathway', 'Pancreatic carcinoma', 'High', 'Pressure- physical agent', 'Pooled Sample', 'Antigen-Presenting Cells', 'Mutation', 'Colorectal Carcinoma', 'Malignant neoplasm of stomach', 'Pancreatic carcinoma', 'Gene Alterations']"
263,"['Colorectal Carcinoma', 'Colorectal Carcinoma', 'second (number)', 'Cancer-Related Death', 'Survival Rate', 'Colicin Plasmids', 'Quality', 'Physical Examination', 'Treatment Protocols', 'Clinical Research', 'Assessed', 'Survival Rate', 'Colorectal Carcinoma', 'Clinical Research', 'International', 'Scopus', 'Internet', 'Publishing', 'Evaluation', 'Quality', 'Scientific Study', 'Heterogeneity', 'Paper', 'Assessed', 'Publication Year', 'Specimen', 'Human Development', 'Heterogeneity Diffusion Imaging', 'Clinical Research', 'TitleStyles', 'systematic', 'Scientific Study', 'Meta Analysis (statistical procedure)', 'Survival Rate', 'Patients', 'Colorectal Carcinoma', 'Curie', 'Curie', 'Curie', 'Disease regression', 'Correlation', 'Survival Rate', 'Specimen', 'Human Development', 'Survival Rate', 'Survival Rate', 'European (ethnic group)', 'Country', 'Acre USA Survey', 'Documented', 'Comprehensive', 'Evidence-Based Medicine', 'Meta Analysis (statistical procedure)', 'Enhance (action)', 'Policy', 'Outcome Measures', 'Medical service', 'Prophylactic treatment', 'Colorectal Carcinoma']"
264,"['diabetic', 'Patients', 'High', 'COVID19 (disease)', 'Colicin Plasmids', 'Prediction', 'Patients', 'COVID19 (disease)']"
265,"['solidarity', 'Clinical action', 'Persons', 'Supportive care', 'Groups', 'Standing position', 'solidarity', 'Literature', 'Advocacy', 'Persons', 'Gene Expression', 'View', 'No Concerns', 'Thinking, function', 'solidarity', 'Reusable Drivers', 'Stimulation (motivation)', 'solidarity', 'Decision', 'solidarity', 'World', 'COVID19 (disease)', 'World', 'COVID19 (disease)']"
266,"['Blood Pressure', 'Dimensional Measurement Accuracy', 'Diagnosis', 'Administration occupational activities', 'Hypertensive disease', 'Clinical Research', 'Blood Pressure', 'Medical Devices', 'American Medical Association', 'Iranian (ethnic group)', 'Adult']"
267,"['Evaluation', 'Anabolism', 'copper', 'Artificial nanoparticles', 'Aqueous Humor', 'extract - ActClassContainer']"
268,"['Statistical Prevalence', 'Helicobacter pylori', 'Communicable Diseases', 'Country', 'Socioeconomic Status', 'Mental association', 'Persons', 'Levels (qualifier value)', 'Characteristics', 'Europe', 'Country', 'High', 'Statistical Prevalence', 'Communicable Diseases', 'Clinical Research', 'risk factors', 'Communicable Diseases', 'Adult', 'Clinical Trials']"
269,"['Clinical Research', 'Comparison', 'Quality', 'Life', 'Perceived quality of life', 'Patients', 'Diabetes Mellitus, Non-Insulin-Dependent', 'Questionnaires', 'Iran']"
270,"['Research Methodology', 'Electromagnetic Spectrum', 'Traumatic AND/OR non-traumatic injury', 'Estimated', 'Demography', 'Policy Makers', 'Global Burden of Disease', 'Methods', 'Estimated', 'Burden', 'criteria']"
271,"['Clinical Research', 'Unequal', 'Decayed, Missing, and Filled Teeth Index', 'Disintegration (morphologic abnormality)', 'Fill', 'Adult', 'Iran']"
