Abstract_ID,CUI,Name,Definition,TUIs,Aliases
4,C0006644,caffeine,"A methylxanthine naturally occurring in some beverages and also used as a pharmacological agent. Caffeine's most notable pharmacological effect is as a central nervous system stimulant, increasing alertness and producing agitation. It also relaxes SMOOTH MUSCLE, stimulates CARDIAC MUSCLE, stimulates DIURESIS, and appears to be useful in the treatment of some types of headache. Several cellular actions of caffeine have been observed, but it is not entirely clear how each contributes to its pharmacological profile. Among the most important are inhibition of cyclic nucleotide PHOSPHODIESTERASES, antagonism of ADENOSINE RECEPTORS, and modulation of intracellular calcium handling.","['T109', 'T121']","['caffeine products', 'Thein', 'Coffein', 'methyltheobromine', 'CAF']"
4,C0439828,Variable (uniformity),Marked by diversity or difference; liable to or capable of change.,['T080'],"['variables', 'variable [uniformity]', 'variable', 'Variable (qualifier value)', 'Variable']"
4,C2003903,Profiling (action),An analysis (often in graphical form) representing the extent to which something exhibits various characteristics.,['T169'],['Profile']
4,C1287351,Finding of liver enzyme levels,,['T034'],"['enzymes levels liver', 'liver enzyme level', 'enzymes level liver', 'Finding of liver enzyme levels (finding)', 'enzyme level liver']"
4,C0205217,Increased,,['T081'],"['Increases', 'increased', 'Increased by', 'augmented', 'augment']"
4,C0442808,Increasing (qualifier value),,['T169'],"['increasing', 'Increasing (qualifier value)', 'Increasing']"
4,C0009830,Consumption of goods,"The using or using up of goods and services, especially the rate at which they are used.",['T052'],"['Consumption of Goods', 'Consumption', 'consumption']"
4,C0009237,Coffee,A beverage made from ground COFFEA beans (SEEDS) infused in hot water. It generally contains CAFFEINE and THEOPHYLLINE unless it is decaffeinated.,['T168'],"['Coffee', 'Coffee (substance)', 'coffee', 'Coffee, NOS', 'coffea']"
4,C0039400,Tea,"The infusion of leaves of CAMELLIA SINENSIS (formerly Thea sinensis) as a beverage, the familiar Asian tea, which contains CATECHIN (especially epigallocatechin gallate) and CAFFEINE.",['T168'],"['tea', 'Tea (substance)', 'Tea', 'Tea, NOS', 'Thea']"
4,C1512806,Intake,"The process of taking in a substance, especially by eating or drinking, or the quantities thereof; admittance of people to a place or organization at a particular time.",['T169'],['Intake']
4,C0442805,Increase,"A process of becoming larger, more numerous, more important, or more likely.",['T169'],"['Increase (qualifier value)', 'Heightened', 'increases', 'increase', 'Increased']"
4,C0205250,High,An elevated level or position or degree; greater than normal in degree or intensity or amount.,['T080'],"['High', 'elevate', 'Highly', 'high', 'elevated']"
4,C1512806,Intake,"The process of taking in a substance, especially by eating or drinking, or the quantities thereof; admittance of people to a place or organization at a particular time.",['T169'],['Intake']
4,C0006644,caffeine,"A methylxanthine naturally occurring in some beverages and also used as a pharmacological agent. Caffeine's most notable pharmacological effect is as a central nervous system stimulant, increasing alertness and producing agitation. It also relaxes SMOOTH MUSCLE, stimulates CARDIAC MUSCLE, stimulates DIURESIS, and appears to be useful in the treatment of some types of headache. Several cellular actions of caffeine have been observed, but it is not entirely clear how each contributes to its pharmacological profile. Among the most important are inhibition of cyclic nucleotide PHOSPHODIESTERASES, antagonism of ADENOSINE RECEPTORS, and modulation of intracellular calcium handling.","['T109', 'T121']","['caffeine products', 'Thein', 'Coffein', 'methyltheobromine', 'CAF']"
4,C0009237,Coffee,A beverage made from ground COFFEA beans (SEEDS) infused in hot water. It generally contains CAFFEINE and THEOPHYLLINE unless it is decaffeinated.,['T168'],"['Coffee', 'Coffee (substance)', 'coffee', 'Coffee, NOS', 'coffea']"
4,C0039400,Tea,"The infusion of leaves of CAMELLIA SINENSIS (formerly Thea sinensis) as a beverage, the familiar Asian tea, which contains CATECHIN (especially epigallocatechin gallate) and CAFFEINE.",['T168'],"['tea', 'Tea (substance)', 'Tea', 'Tea, NOS', 'Thea']"
4,C0877248,Adverse event,"Any unfavorable or unintended disease, sign, or symptom (including an abnormal laboratory finding) that is temporally associated with the use of a medical treatment or procedure, and that may or may not be considered related to the medical treatment or procedure. Such events can be related to the intervention, dose, route of administration, patient, or caused by an interaction with another drug(s) or procedure(s).",['T046'],"['Adverse event', 'Adverse Experience', 'adverse event', 'Adverse Event', 'adverse events']"
4,C1280500,Effect,A phenomenon that follows and is caused by some previous phenomenon.,['T080'],"['effects', 'Effect', 'Effect (qualifier value)', 'effect']"
4,C0023884,Liver,"A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.",['T023'],"['Liver structure', 'livers', 'Livers', 'Hepar', 'LIVER']"
4,C0014442,Enzymes,"Biological molecules that possess catalytic activity. They may occur naturally or be synthetically created. Enzymes are usually proteins, however CATALYTIC RNA and CATALYTIC DNA molecules have also been identified.","['T116', 'T126']","['Enzymes (see also Inborn errors metabolism lysosomal)', 'Biocatalyst', 'Substance with enzyme mechanism of action (substance)', 'Enzymes', 'Enzyme']"
4,C0005789,Blood Coagulation Factor,"Endogenous substances, usually proteins, that are involved in the blood coagulation process.","['T116', 'T121', 'T123']","['blood clotting factor', 'factors coagulation', 'blood coagulation factors', 'Factors, Clotting', 'Coagulation Factor, Blood']"
4,C1947933,care activity,The work of attending to someone or something.,['T052'],['Care']
4,C0520510,Materials,The tangible substance that goes into the makeup of a physical object.,['T167'],"['Material (attribute)', 'Material (substance)', 'material', 'Material', 'materials']"
5,C1292732,Investigates,,['T169'],"['investigated', 'Investigates (attribute)', 'investigating', 'investigate', 'investigates']"
5,C0006754,California,"State bounded on the east by Nevada and Arizona, on the south by Mexico and the Pacific Ocean on the south and west, and on the north by Oregon.",['T083'],"['CA', 'California', 'California (geographic location)']"
5,C0026565,Mortality Vital Statistics,All deaths reported in a given population.,['T081'],"['Death rate', 'mortality rate', 'Mortality', 'Mortality rate', 'death rate']"
5,C0728831,Social,Relating to human society and its members.,['T169'],['social']
5,C1521761,Factor,Anything that contributes causally to a result.,['T169'],"['Factor', 'Determinant']"
5,C0262512,History of present illness (finding),,['T033'],"['ho', 'hos', 'History of present illness', 'HISTORY OF PRESENT ILLNESS', 'hpi']"
5,C0205199,Composite,Consisting of separate interconnected parts.,['T080'],"['composites', 'composite', 'Composite (qualifier value)', 'Composite']"
5,C0079809,Measures,,['T081'],"['measures', 'measure', 'Measures', 'Measure (attribute)', 'Measure']"
5,C0021212,Indicators,,['T130'],"['indicator', 'Indicators', 'Indicator', 'indicators']"
5,C0027569,Neighborhood,A surrounding or nearby region.,['T083'],"['neighborhoods', '^Neighborhood', 'Neighborhood', 'neighborhood', 'Neighborhoods']"
5,C0007663,Censuses,"Enumerations of populations usually recording identities of all persons in every place of residence with age or date of birth, sex, occupation, national origin, language, marital status, income, relation to head of household, information on the dwelling place, education, literacy, health-related data (e.g., permanent disability), etc. The census or ""numbering of the people"" is mentioned several times in the Old Testament. Among the Romans, censuses were intimately connected with the enumeration of troops before and after battle and probably a military necessity. (From Last, A Dictionary of Epidemiology, 3d ed; Garrison, An Introduction to the History of Medicine, 4th ed, p66, p119)",['T081'],"['Census', 'census', 'population census']"
5,C1185740,Tract,,['T023'],"['tracts', 'Tract', 'tract']"
5,C0040756,Transportation,"The means of moving persons, animals, goods, or materials from one place to another.",['T169'],"['industry transportation', 'transportation industry', 'Transportation Service', 'Mode of Transportation', 'transportation']"
5,C0020056,Housing,Living facilities for humans.,['T073'],"['hous', 'Housed (finding)', 'housings', 'lodging', 'Housed']"
5,C0014419,Environmental Pollution,"Contamination of the air, bodies of water, or land with substances that are harmful to human health and the environment.",['T069'],"['Pollution, Environmental', 'Environmental pollution (event)', 'Environmental pollution', 'contamination environmental', 'Environmental pollution, NOS']"
5,C0332621,Aggregation,A process by which particles collect to form a cohesive mass or cluster. The resulting structure is called an aggregate.,['T169'],"['Aggregation (finding)', 'Aggregation', 'Aggregated', 'aggregated', 'Aggr']"
5,C1547690,Census tract,"Small, relatively permanent statistical subdivisions of a county or equivalent entity that are updated by local participants prior to each decennial census as part of the U. S. Census Bureau's Participant Statistical Areas Program.(https://www.census.gov/programs-surveys/geography/about/glossary.html#par_textimage_13)",['T083'],"['District, Census', 'Census tract', 'Districts, Census', 'Census District', 'Tracts, Census']"
5,C5203670,COVID19 (disease),"A viral disorder generally characterized by high FEVER; COUGH; DYSPNEA; CHILLS; PERSISTENT TREMOR; MUSCLE PAIN; HEADACHE; SORE THROAT; a new loss of taste and/or smell (see AGEUSIA and ANOSMIA) and other symptoms of a VIRAL PNEUMONIA. In severe cases, a myriad of coagulopathy associated symptoms often correlating with COVID-19 severity is seen (e.g., BLOOD COAGULATION; THROMBOSIS; ACUTE RESPIRATORY DISTRESS SYNDROME; SEIZURES; HEART ATTACK; STROKE; multiple CEREBRAL INFARCTIONS; KIDNEY FAILURE; catastrophic ANTIPHOSPHOLIPID ANTIBODY SYNDROME and/or DISSEMINATED INTRAVASCULAR COAGULATION). In younger patients, rare inflammatory syndromes are sometimes associated with COVID-19 (e.g., atypical KAWASAKI SYNDROME; TOXIC SHOCK SYNDROME; pediatric multisystem inflammatory disease; and CYTOKINE STORM SYNDROME). A coronavirus, SARS-CoV-2, in the genus BETACORONAVIRUS is the causative agent.",['T047'],"['2019 Novel Coronavirus Infection', 'SARS-CoV-2 Disease', 'Human Coronavirus 2019 Infection', 'SARS-CoV-2 Infection', 'Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder)']"
5,C0011065,Cessation of life,"Irreversible cessation of all bodily functions, manifested by absence of spontaneous breathing and total loss of cardiovascular and cerebral functions.",['T040'],"['Death', 'biological death', 'End Of Life', 'Death (event)', 'Deceased']"
5,C0032659,geographic population,The total number of individuals inhabiting a particular region or area.,['T081'],"['population', 'Population (social concept)', 'populations', 'Populations', 'Population']"
5,C0009483,Community Surveys,,['T062'],"['Community Survey', 'Surveys, Community', 'community surveys', 'Survey, Community', 'community survey']"
5,C0262512,History of present illness (finding),,['T033'],"['ho', 'hos', 'History of present illness', 'HISTORY OF PRESENT ILLNESS', 'hpi']"
5,C0001779,Age,How long something has existed; elapsed time since birth.,['T032'],"['Postnatal Age', 'Age (qualifier value)', 'Has age', 'Postnatal age', 'age']"
5,C0262512,History of present illness (finding),,['T033'],"['ho', 'hos', 'History of present illness', 'HISTORY OF PRESENT ILLNESS', 'hpi']"
